ref,date,riskRating,category,location,details
SCA14.0720,2014-09-08,Information,,,[REDACTED] hinted at self harm due to it being six months since her last RSD interview.
SCA14.0725,2014-09-09,Information,SELF-HARM THREAT,RPC3 - Area 1,"Case Manager [REDACTED] met with [REDACTED] today with the assistance of an DIBP interpreter. [REDACTED] advised Case Manager she did not receive a clothing appointment today however other Somali women did. [REDACTED] stated ""if I am dead tomorrow it will be SAve the Children and IHMS fault."""
SCA14.0877,2014-10-06,Information,SELF-HARM THREAT,"RPC3, SAF",CM CONDUCTED A WELFARE CHECK AS [REDACTED] IS CURRENTLY ON 24HR SECURITY WATCH. SHE STATED SHE IS NOT STATING SHE IS ANGRY. [REDACTED] SPOKE ABOUT THE RECENT INFORMATION PROVIDED WITHIN THE PRC REGARDING TPV' AND CAMBODIA. [REDACTED] ADVISED THE AUS GOVEN DECISION TO PROVIDE SOME PEOPLE WITH VISAS AND NOT THOSES IN NAURU IS UNJUST. THROUGHOUT CONVERSATION [REDACTED] ADVISED IT IS HER RIGHT TO KILL HERSELF
SCA14.0888,2014-10-07,Minor,SELF-HARM THREAT,"RPC3, SAF",CM [REDACTED] AND [REDACTED] IN THE SAF AREA FOR A WEELBEING CHECK. [REDACTED] ADVISED THAT SHE IS 'NOT OK'. [REDACTED] ADVISED SHE WAS ON HER WAY TO ATTEND THE PROTEST IN THE REC AREA OF RPC3 [REDACTED] ADVISED THERE IS A MEETING ON THURS WITH DIBP AND IF THE NEWS FROM THIS MEETING WAS NEGITIVE SHE WILL HARM HERSELF AGAIN.
SCA14.0889,2014-10-07,Minor,ANTISOCIAL BEHAVIOR,"RPC3, REC AREA",[REDACTED] SPOKE ABOUT HOW SHE IS FEELING ABOUT THE INFO PROVIDED REGARDING CHRISTMAS ISLAND ON TEMP PRTECTION VISAS. [REDACTED] ADVISED SHE IS SUPPORTING HER FRIENDS AND COMMUNITY BY PARTICIPATING IN THE DEMONSTRATIONS AND NOT PARTICIPATING IN ACTIVITIES AT THE MOMENT. [REDACTED] ADVISED SHE IS EXPECTING A MEETING TO OCCUR WITH IMMI AND A/S ON THURS AND IF THE MEWS PROVIDED IS NEGITIVE SHE WILL CONSIDER SELF-HARM.
SCA14.0910,2014-10-10,Information,,RPC3 Foxtrot Area,[REDACTED] stated that was withdrawing from the peaceful protest in RPC3 due to fear that it could become bad. He said he had heard that approx. 20 women planned to commit suicide but did not know when.
SCA14.0923,2014-10-13,Minor,,,[REDACTED] stated to case manager that she has a razor and wanted to harm herself. She used her hand to illustrate cutting her wrist and throat
SCA14.0946,2014-10-15,Minor,N/A,RPC3,REPORT AGAISNT SECURITY MEMBERS
SCA14.1082,2014-11-19,Minor,INFORMATION,RPC3 SAF AREA,[REDACTED] IS BECOMING WITHDRAWN FROM ACTIVITES AND DISCLOSES FEELING THAT SHE SOMETIMES WISHES TO DIE. IT IS ENCOURAGED THAT SHE CONTINUE TO SEE THE COMMUNITY NURSE ABOUT HER MEDICAL PLAN MANAGEMENT
SCA14.0040,2014-01-31,Minor,Complaint,,"[REDACTED] (ranger 5) was conducting a internal patrol Opc 3, was alerted by a male transferee that there was a child in tent 19 (closed). [REDACTED] approached the tent and advised the child [REDACTED] to leave the child, then began to swear at and punch [REDACTED]. The child ran away and got stuck under the fence. Child refused to identify himself."
SCA14.1236,2014-01-31,MINOR,ANTISOCIAL BEHAVIOR,"RPC3, AREA 1",AT APPROXIMATELY 20:20 I AND [REDACTED] (RANGER 5) WERE CONDUCTING AND INTERNAL PATROL. WE WERE ALERTED BA A MALE TRANSFEREE THAT THERE WAS A CHILD IN THE TENT WHICH WAS CLOSED OFF. WE WENT IN AND FOUND APPROX 15-20 CHILDREN.
SCA14.1065,2014-11-16,Major,,,PHYSICAL ABUSE TOWARDS BABY DAUGHTER
SCA14.0417,2014-07-06,Minor,,,UAM advised SCA staff he had a sore ankle. Was taken to IHMS and received a 'tubigrip' and paracetamol.
SCA14.0631,2014-08-22,Minor,,,"[REDACTED] was given a razor. He was not in the bathroom but was found in his bedroom and returned the razor. Writer was advised of a previous incident when [REDACTED] refused to leave the Rec tent. Writer checked the blade and realised it was broken. Search conducted of client's room with his permission. Blade found in bin. Client appeared upset, stating 'next time, i will kill myself in my room'. Full blade was accounted for."
SCA14.0387,2014-07-01,Information,,,"[REDACTED] told case worker that on 30/06/2014 seven security came to her room and searched the room looking for medication, which she did not have. She said the search was like 'soldiers in Iraq'. The process left her feeling distressed and IHMS was called."
SCA14.0388,2014-07-02,Information,,,[REDACTED] told case worker through an interpreter that she wanted to kill herself. She said she wants to return home to Iraq without her stepdaughter [REDACTED]
SCA14.0435,2014-07-09,Minor,,,Threats to kill another client.
SCA14.0459,2014-07-16,Major,,,[REDACTED] allegedly writing racist letters purporting to be from FRT family. Threatened to kill minor
SCA14.0609,2014-08-19,Minor,,,Writer was talking to mother while her 2 children played in volleyball court. One child picked up an orange pole above his head. CM removed it and placed it over the fence where it remains. She is concerned that this is still a safety risk.
SCA14.0688,2014-08-29,Major,,,"CM visited school. [REDACTED] disclosed to her that [REDACTED] had told her she will kill herself. [REDACTED] allegedly not eating, is sleeping all of the time and is crying."
SCA14.0763,2014-09-23,Minor,,,"[REDACTED] advised that her and [REDACTED] were arguing about a missing schoolbook. [REDACTED] advised [REDACTED] hit her, [REDACTED] denied this."
SCA14.0921,2014-10-12,Information,ASSAULT,SAA RPC1,ON 12/10/2014 CASE MANAGER [REDACTED] WENT TO SEE [REDACTED] AND [REDACTED]) AT THE SAA AT RPC1. CASE MANAGER ASKED WHY [REDACTED] WERE AT THE SAA. [REDACTED] SAID SHE AND [REDACTED] HAD BEEN FIGHTING AND SHE SHOWED ME SCRATCH MARKS ON HER FOOT AND ARM. [REDACTED] SAID THAT [REDACTED] HAD HURT HER MOTHER BY HITTING HER HEAD AGAINST THE METAL BUNK AND ALSO BY HITTING HER HEAD AGAINST THE FLOOR. [REDACTED] SAID [REDACTED] HAD HIT HER AND HER SISTER [REDACTED] ACROSS THE FACE AND THE HEAD. [REDACTED] SAID [REDACTED] LOVES [REDACTED] MORE SO HE DIDNT HIT HER AS MUCH. [REDACTED] CALLED HER [REDACTED] CRAZY AND DID NOT WANT TO BE AROUND HIM. [REDACTED] SAID SHE WANTS TO LEAVE [REDACTED]. [REDACTED] SAID THAT [REDACTED] LOVES ANOTHER WOMAN [REDACTED] AND THAT [REDACTED] WAS A BAD WOMAN. [REDACTED] SAID THAT [REDACTED] HAD OFFERED HER A LOLLIPOP IF [REDACTED] TOLD[REDACTED] THAT SHE WAS CRAZY. [REDACTED] SAID THATW [REDACTED] ALSO ASKED [REDACTED] TO HAVE A SHOWER WITH HER.
SCA14.1051,2014-11-08,Information,,"RPC3, AREA 9","[REDACTED] ADVISED SCA CASE MANAGER [REDACTED] OF THE FOLLOWING:
 - ON 6/11/2014 [REDACTED] WAS PLAYING IN AREA 9 AND PICKED UP STONES AND THREW THERE IN PLAY. SOME OF THE STONES HIT CSO [REDACTED].
 - CSO [REDACTED] ALLEGEDLY GOT UP AND SCREAMED AT [REDACTED]. [REDACTED] ADVISED THAT CSO [REDACTED] WAS SO LOUD THAT OTHER A/S GATHERED TO SEE WHAT HAD HAPPENED.
 - [REDACTED] REQUESTED POLICE INVOLVEMENT AS HE BELIEVED IT WAS A CRIMINAL ISSUE"
SCA14.1204,2014-12-21,Minor,,,[REDACTED] STARTED TO YELL AT THE SCA REC STAFF MEMBER TO LET HIM INTO THE INTERNET ROOM. HE STARTED THROWING ROCKS AND THEN THREW HIMSELF ON THE GROUND AND HIT HIS HEAD WITH ROCKS
SCA14.0090,2014-03-03,Information,Concern for minor raised,,"At 2100 hours, recreation hall recreation tent, a verbal and then physical incident took place between [REDACTED] aged 8 and [REDACTED] aged 12, physical abuse had taken place. Statement taken. [REDACTED] in his anger had kicked and punched [REDACTED] recreation officer."
SCA14.0283,2014-06-09,Minor,,,Physical altercation between [REDACTED] and [REDACTED] resulting in chaffing to the neck of [REDACTED]. [REDACTED] alleges that[REDACTED] has been bullying her for 4 weeks through verbal and physical abuse
SCA14.0298,2014-06-13,Minor,,,[REDACTED] was allegedly verbally abused by [REDACTED].
SCA14.0467,2014-07-18,Information,,,"Client [REDACTED] was interviewed with incorrect interpreter by police regarding a incident, became distressed afterwards and was not offered a support person for interview"
SCA14.0481,2014-07-20,Information,,,"Client [REDACTED] expressed still being upset that she was interviewed with incorrect interpreter by police regarding a incident, became distressed afterwards and was not offered a support person for interview"
SCA14.0548,2014-08-03,Information,,,Client [REDACTED] alleges sustained bullying by clients [REDACTED] and [REDACTED]
SCA14.0074,2014-02-21,Major,SELF-HARM THREAT,RPC3,"At OPC3 - static position foxtrot 23, on 21 Feb 14, about 2315 hrs, Whilst conducting welfare checks at Area 4 I came across female transferee who was crying and upset, the transferee who was crying and upset was Transferee [REDACTED].
 Transferee [REDACTED] took me to her room [REDACTED] which had surface flooding due to the rain, some of her belongings were wet and Transferee [REDACTED] said words to the effect of ""Why don't you just kill me"".
 Due to the flooding Transferee [REDACTED]'s belongings were relocated to [REDACTED] was not effected by flooding. Transferee [REDACTED] was comforted and CSO's assisted in the relocation of property/belongings.
 Transferee [REDACTED], has since been placed onto a welfare watch"
SCA14.0044,2014-02-01,,Concern for minor raised,,"At 1540 hours, 1 Feb 2014, CSO [REDACTED] and [REDACTED] were at the rec tent when 6/7 children began to fight with one another, [REDACTED] started punching and kicking other children."
SCA14.1023,2014-01-02,Information,Concern for minor raised,,"At 1540 hours, 1 Feb 2014, CSO [REDACTED] and [REDACTED] were at the rec tent when 6/7 children began to fight with one another, [REDACTED] started punching and kicking other children."
SCA14.0655,2014-08-25,Information,,,CM visited asylum seekers regarding an incident that had happened the previous night. [REDACTED] stated two Wilsons security Guards searched their tent without notifying them. They were later told it was a mistake but felt violated. [REDACTED] states that items have been taken from the tent and not returned. She feels the Wilsons staff treat them like dogs.
SCA14.0693,2014-08-30,Minor,,,[REDACTED] states that while trying to sleep in her tent a Wilsons security officer sat outside deliberately making noise so that she could not rest. [REDACTED] stated that she confronted the officer and a altercation inside. Because of this treatment by the officer [REDACTED] said she would kill her self.
SCA14.0866,2014-10-04,Information,SELF-HARM THREAT,"RPC3, AREA3","[REDACTED] STATED TO CM THAT HE FELT HAPPY TODAY AS HE FEELS THAT ""THIS IS THE CALM BEFORE THE STORM"" AND THAT THERE ARE A GROUP OF PEOPLE WHO ARE PLANNING A BIG EVENT TO ""SHOW PEOPLE THAT WE ARE HERE"". [REDACTED] STATED THAT HE DOES NOT CARE WHAT HAPPENS TO HIM, IF HE DIES HERE OR ANOTHER COUNTRY AND THAT ""SOMETIMES IT TAKES 4 OR 5 PEOPLE TO MAKE THE ULTIMATE SACRIFICE TO SAVE EVERYONE ELSE"".
 CM DISCUSSED HER CONCERNS REGUARDING THIS INFORMATION DIRECTLY WITH [REDACTED] TO ASCERTAIN HIS LEVEL OF INTENT. WHEN ASKED WHETHER HE WAS AT IMMEDIATE HARM TO HIMSELF, [REDACTED] STATED ""NOT TODAY. NOT YET. BUT SOON. WHY WOULD WE TELL YOU WHEN OR HOW?"". CM EXPLAINED HER DUTY OF CARE TOWARDS [REDACTED] AND OTHER A/S IN THE CENTER AND PROVIDE EMOTIONAL SUPPORT TO [REDACTED] AND ENCOURAGED HIM TO SEEK PSYCHOLOGICAL SUPPORT THROUGH IHMS MENTAL HEALTH SERVICES. SCA CM TO CONTINUE TO PROVIDE CM AND EMOTIONAL SUPPORT AS REQUIRED THOUGH DAILY INSPECTIONS."
SCA14.1058,2014-11-10,Minor,,,[REDACTED] IS FEELING UNSAFE AROUND [REDACTED]
SCA14.1059,2014-11-11,Information,,,"[REDACTED] IS FEELING UNSAFE AROUND [REDACTED], THREAT OF SELF HARM TO OTHERS OR HERSELF"
SCA14.1060,2014-11-11,Information,,,"ASYLUM SEEKERS ADVISE THEY HAVE BEEN ON A HUNGER STRIKE FOR MANY DAYS, IN PROTEST TO NOT BEING ABLE TO BE TOGETHER IN OPC3"
SCA14.1061,2014-11-11,Information,,,THREAT OF HARM AGAINST ANOTHER ASYLUM SEEKERS
SCA14.1070,2014-11-17,Information,,,[REDACTED] ADVISED CM THAT SHE WOULD NOT BE ENGAGING WITH IHMS DUE TO THE WAY SHE FELT SHE WAS TREATED AND PROCEEDED TO EXPLAIN
SCA14.1083,2014-11-19,Minor,INFORMATION,"RPC3, AREA3",[REDACTED] IS DEPRESSED AND NO LONGER WISHES TO STAY HERE. BEHAVIOUR ID ALSO BE COMING ISOLATED.
SCA14.1219,2014-12-28,Minor,,,CM SAW 2 CHILDREN STANDING ON A BENCH SEAT NEAR THE VOLLEYBALL AREA HAD PULLED THEIR PANTS DOWN AND WAS SHOWING ON PASSERS. CM'S APPROACHED AND ADVISED TO PULL THEIR PANTS UP. ANOTHER CHILD SITTING NEARBY SAID THAT THEY ARE NAUGHTY AND HAVE KISSED EACH OTHER ON THE MOUTH. THE 2 CHILDREN THEN JUMPED OFF THE BENCH AND RAN BACK ONTO THE VOLLEYBALL AREA
SCA14.1228,2014-12-30,Minor,Complaint,"RPC3, AREA 1",CLIENTS ARE CONCERNED FOR THE HYGEINE OF THE WATER COOLERS AFTER HAVING SEEN OTHER PUT THEIR HANDS IN THE TOP TO GET ICE AND CHILDREN DRINK STRAIGHT FROM THE TAP OF THE COOLER. THEY ALSO BELIEVE CLEANER USES THE SAME RAGS TO CLEAN THE COOLER AS THEY DO THE TOILETS
SCA14.1238,2014-02-08,Minor,ANTISOCIAL BEHAVIOR,"RPC3, MESS",WHILST RELIEVING IN THE MESS CSO [REDACTED] OBSERVED [REDACTED] (MALE CHILD) TRY AND ENTER THE SINGLE ADULTS AREA. CSO [REDACTED] REDIRECTED HIM TO THE FAMILY AREA. [REDACTED] (MOTHER) OBSERVED THIS TRANSACTION AND FOLLOWED [REDACTED] OUT OF THE ADULT AREA WHILST BEING VERBALLY AGRESSIVE.
SCA14.1129,2014-11-30,Minor,,,SCA Case worker [REDACTED] observed a group of boys playing at the back of the playground and witnessed [REDACTED] climbing on the roof and proceeding to jump from the highest point. SCA Cw asked forassistance from 2 local Wilsons officers but was not assisted. Boys became verbally abusive toward SCA CW [REDACTED]
SCA14.1140,2014-12-02,Minor,,,"SCA CW [REDACTED] with the assistance of an Interprter met with [REDACTED] to ascertain information relating to her husband [REDACTED] attempted suicide on the evening of 1/12/14. [REDACTED] noticed her husband standing near the ceiling with a sarong tied around his neck trying to tie it to the ceiling beam, [REDACTED] tried to stop him resulting in them falling and [REDACTED] hitting her right eye on the corner of the door frame."
SCA14.1159,2014-12-06,Minor,,,"On 6/12/14 CW [REDACTED] was conducting an interview with [REDACTED] IN Area3 with the assistance of [REDACTED] interpreter [REDACTED]. [REDACTED] raised concerns for [REDACTED] and [REDACTED] children of [REDACTED]. [REDACTED] stated he hern [REDACTED] tell his children they could not use their canteen points as they wanted to speak to their mother, instead [REDACTED] uses the points to buy cigarettes and phonecards to trade for clothing for his girlfriend. [REDACTED] stated he often leaves his children unaccompanied until late in the evening (7.30pm) then comes and takes them to the mess for dinner.[REDACTED] stated [REDACTED] community members often attempt to look after the children but are afraid to assist due to [REDACTED]'s bad words and shouting towards them."
