ref,date,reclassified,"riskRating",category,details
SCA15.0029,10/1/2015,NO,MINOR,Abusive / Aggressive Behaviour,"WHILE IN THE VOLLEBALL AREA RPC3 SCA STAFF [REDACTED 1] WITNESSED SCA LOCAL STAFF [REDACTED 2] AND [REDACTED 3] TALKING TO A GROUP OF CHILDREN, INCLUDING [REDACTED 4] ABOUT WHY THEY SHOULD NOT SWEAR IN NAURUAN TO THEM. [REDACTED 4] WAS IN THE REC TENT ENGAGING IN AN ACTIVITY WHEN HER FATHER [REDACTED 5] CAME TO THE GATE AND CALLED HER NAME IN AN ANGRY TONE. [REDACTED 4] APPEARED HESITANT TO COME OVER BUT CAME OVER AND SPOKE TO HER FATHER AFTER A MINUTE OR SO. [REDACTED 4] FATHER STARTED YELLING AT HER IN FARSI USING AN ANGRY TONE THROUGH THE FENCE. [REDACTED 4] IMMEDIATELY REACTED BY STARTING TO CRY AND STATED SOMETHING BACK IN FARSI. [REDACTED 5] THEN CAME INTO THE RECREATION TENT, GRABBED [REDACTED 4] BY THE ARM ANGRILY AND TOOK HER AWAY. [REDACTED 4] APPEARED TO BE HESITANT TO GO WITH HER FATHER. ANOTHER CHILD, ON HER OWN ACCORD INTERPRETED WHAT CONVERSATION WAS HELD TO SCA STAFF [REDACTED 1]. HE SAID THAT SHE WAS SWEARING AT THE NAURU IN THE VOLLEYBALL AREA. SHE SAID THAT SHE WAS NOT. HE SAID THAT HE WANTED TO TALK TO HER IN THE TENT. I THINK TO HIT HER OR SOMETHING. AS CURRENTLY THERE IS A BARRICADE IN BETWEEN THE REC TENT AND THE NORMAL SECURITY POST, NO WILSONS COULD BE INFORMED OF THE SITUATION ON THE GROUND."
SCA15.0030,10/1/2015,NO,MINOR,Program Issue,"AT APPROX 16:00 HRS ON 10/01/15 CM [REDACTED 1] ATTENDED TENT 4.7 WITH AN INTERPRETER, [REDACTED 2], AND MET WITH [REDACTED 3] TO ADVISE THAT HIS DAUGHTER [REDACTED 4] HAD BEEN ENGAGING IN DEFIANT BEHAVIOUR TOWARD SCA STAFF AND WILSONS, INCLUDING SWEARING AND THROWING THINGS. [REDACTED 3] WENT TO LOOK FOR [REDACTED 4] , INTERPRETER AND I FOLLOWED HIM TO THE VOLLEYBALL AREA, WHERE HE THEN BOUGHT [REDACTED 4] BACK TO THE TENT . [REDACTED 4] WAS CRYING LOUDLY AND [REDACTED 3] WAS SPEAKING TO HER IN A LOUD, ANGRY VOICE, REPORTEDLY ASKING HER WHY SHE WAS USING BAD LANGUAGE. [REDACTED 3] THEN TOLD [REDACTED 4] IF SHE CONTINUED USING THIS LANGUAGE SCA WOULD TAKE HER AWAY FROM HIM AND THEY WOULD BE SEPARATED AGAIN. THIS UPSET [REDACTED 4] FURTHER. [REDACTED 5] CAME AND TOOK [REDACTED 3] AWAY TO CALM HIM DOWN, WHILE I SPOKE WITH [REDACTED 4] WITH THE ASSISTANCE OF THE INTERPRETER. I SPOKE WITH [REDACTED 4] ABOUT HER USE OF LANGUAGE AND THE REASON HER FATHER WAS UPSET AND ADVISED I WOULD RETURN TOMORROW MORNING TO SPEND TIME WITH HER AND TALK ABOUT APPROPRIATE LANGUAGE TO USE. [REDACTED 4] CALMED DOWN AND I PROVIDED HER WITH SOME LOOM BANDS TO MAKE WHILE I SPOKE WITH HER FATHER. I SPOKE WITH [REDACTED 3] ABOUT THE THREATS TO HAVE [REDACTED 4] TAKEN AWAY AND ADVISED THIS WAS NOT APPROPRIATE GIVEN THEIR RECENT EXPERIENCES AND HOW UPSETTING THIS WOULD BE FOR THIS TO HAPPEN AGAIN. [REDACTED 3] MAINTAINED HE WOULD NEVER HARM [REDACTED 4] BUT HE NEEDED TO ASSERT SOME CONTROL OVER HER. I ADVISED I WOULD RETURN TOMORROW TO TALK WITH [REDACTED 4] ABOUT HER BEHAVIOUR AND WOULD SPEAK WITH [REDACTED 3] AGAIN TOMORROW."
SCA15.0031,10/1/2015,NO,MINOR,Self-Harm Threat,"ON 10/01/2015 CM MET WITH [REDACTED 1] OUTSIDE HIS TENT AS PART OF USUAL CASE MANAGEMENT. TIS INTERPRETER, [REDACTED 2] WAS PRESENT AND ASSISTED WITH TRANSLATION. I CONTINUED WITH RECENT DISCUSSIONS REGARDING MY CONCERN FOR HIS CONTINUED ILLICIT DRUG USE, NAMELY MARIJUANA. [REDACTED 1] STATED HE HAD DISCONTINUED MARIJUANA USE AND WAS NOT ENGAGING WITH OTHER INDIVIDUALS WITHIN THE CENTRE WHO WERE USING MARIJUANA. [REDACTED 1] STATED HE DID NOT WANT TO DO SOMETHING. IF HE WAS SEPARATED FROM HIS DAUGHTER AS A RESULT OF HIS DRUD USE. WHEN I ASKED FOR CLARIFICATION REGARDING WHAT THIS WOULD BE. [REDACTED 1] STATED I WOULD DO SOMETHING FOR ME TO GO TO IHMS, NOT PRISON. [REDACTED 1] DENIED ANY CURRENT SUICIDAL IDE[REDACTED]ZATION OR PLANS TO HARM HIMSELF. [REDACTED 1] STATED HE WOULD ONLY ACT UPON THESE THOUGHTS IF HE WERE SEPARATED FROM HIS DAUGHTER. [REDACTED 1] ASSURED HIS ABILITY TO KEEP HIMSELF SAFE OVERNIGHT. [REDACTED 1] INDICATED HE HAD ALSO REPORTED THIS THREAT TO THE ATTENDING MH NURSE THE PREVIOUS EVENING"
SCA15.0032,10/1/2015,NO,MAJOR,Antisocial Behaviour,AT 20:01 SCA STAFF MEMBER NOTICED [REDACTED 1] UPSET BY HERSELF IN THE CORNER OF THE RECREATION TENT. SCA APPROACHED [REDACTED 1]L AND ASKED IF SHE WAS OK. [REDACTED 1] DISCLOSED SHE WAS CONCERNED ABOUT HER [REDACTED 2]. [REDACTED 1] DISCLOSED [REDACTED 2] HAD BEEN EXHIBITING SEXU[REDACTED]SED LANGUAGE/BEHAVIOUR TOWARD [REDACTED 3]. [REDACTED 1] STATED [REDACTED 2] OPENED THE DOOR TO [REDACTED 3] SHOWERING YESTERDAY AS THE DOOR WAS UNLOCKED BECAUSE [REDACTED 3] IS AFRAID TO LOCK THE DOOR WHEN SHOWERING. [REDACTED 1] FURTHER STATED [REDACTED 2] DID THIS AGAIN WHEN [REDACTED 3] WAS USING THE BATHROOM THE NEXT DAY. [REDACTED 1] WENT ON TO STATE [REDACTED 2] HAD SAID TO [REDACTED 3] LETS GO TO THE TOILET AN JIGGY JIGGY. [REDACTED 4] WAS UPSET BY THIS AND STATED [REDACTED 3] IS TOO YOUNG TO KNOW THAT WORD AND THE MEANING BEHIND IT. [REDACTED 1] DISCLOSED HER [REDACTED] WAS AWARE OF THE SITUATION AND HE CONFRONTED [REDACTED 2] AND STATED IF YOU DO THIS AGAIN I WILL REPORT YOU
SCA15.0033,11/1/2015,NO,MINOR,Theft,"I NOTICED LAST NIGHT 10/1/15 THAT MY PURSE WAS STICKINK OUT OF MY HANDBAG (NOT HOW I REMEMBERED LEAVING IT) . THERE WAS APPROXIMATELY $300 MISSING FROM MY PURSE. I SEARCHED MY ROOM BUT COULD NOT FIND IT, NOTHING ELSE SEEMED TO BE MISSING"
SCA15.0034,11/1/2015,NO,MINOR,Self-Harm Threat,"CW [REDACTED 1] COVINGTON WAS SITTING AT THE VOLLEYBALL AREA AT RPC3 WITH [REDACTED 2] AND [REDACTED 3] WITH INTERPRETER [REDACTED 4]. [REDACTED 2] STATED THAT [REDACTED 5] HAS THREATENAD TO KILL HIM AND HIS FAMILY ON MORE THAN ONE OCCASION.[REDACTED 2] STATED THAT HE ADVISED [REDACTED 5] HE WOULD INFORM HIS CASE WORKER OF THIS, [REDACTED 5] STATED THAT HE WOULD KILL [REDACTED 2]S CW AS WELL. [REDACTED 2] ADVISED CW [REDACTED 1] THAT [REDACTED 5] SAID HE WOULD SLIT HIS THROAT, THAT HE HAS KILLED BEFORE AND HE WILL DO IT AGAIN. [REDACTED 2] AND [REDACTED 3] STATED THAT THEY FEAR FOR THEIR SAFETY AND CANNOT SPEND ANOTHER NIGHT RESIDING IN THE TENT WITH [REDACTED 5] AND HIS FAMILY. [REDACTED 3] STATED THAT SHE IS AT BURSTING POINT AND DOES NOT WANT TO GET INTO A PHYSICAL FIGHT WITH [REDACTED 5]'S WIFE AS SHE IS CONCERNED FOR [REDACTED 5]'S WIFE AND UNBORN CHILD. [REDACTED 2] ADVISED CW [REDACTED 1] THAT [REDACTED 5] PUSHES HIS SHOULDER INTO HIM IN A THREATENING WAY AND AT TIMES HE STEALS OUR SANDALS AND THROWS THEM IN THE BIN"
SCA15.0035,11/1/2015,NO,MINOR,Non-complaint,CM'S [REDACTED 1] AND [REDACTED 2] WERE IN AREA3 TENT 45 AT 15:40 HRS WHEN [REDACTED 3] AGED 8 YRS WALKED OUTSIDE OF [REDACTED 4] FAMILY TENT WITH [REDACTED 5]. CM IDENTIFIED THAT [REDACTED 3] DID NOT RESIDE HERE AND ASKED IF [REDACTED 3]'S PARENTS/FAMILY KNEW OF HIS WHEREABOUTS: [REDACTED 3] REPORTED THEY DID NOT KNOWHE WAS THERE AND AGREED TO ACCOMPANY THEM BACK TO HIS FAMILY. [REDACTED 3] STATED THAT HE DID NOT WANT CM'S TO INFORM HIS [REDACTED 6] OF HIS WHEREABOUTS AS HE WILL HIT ME AND HE IS MEAN. [REDACTED 3] DID NOT PROVIDE ANY SPECIFIC TIME OR DATES WHEN [REDACTED 6] HAD HIT HIM. CM'S ACCOMPANIED [REDACTED 3] BACK TO THE CARE OF HIS FATHER [REDACTED 7] IN AREA3 SMOKING AREA. CM'S INFORMED [REDACTED 7] OF [REDACTED 3]'S WHEREABOUTS AND REMINDED HIM OF THE NEED FOR SUPERVISION OF [REDACTED 3] AT ALL TIMES. [REDACTED 7] REPORTED HE WAS NOT AWARE THAT [REDACTED 3] WAS INDIDE OTHER FAMILIES TENT. CM INFORMED [REDACTED 7] OF [REDACTED 3]'S CONCERNS THAT HIS [REDACTED] WOULD HIT HIM AND [REDACTED 7] STATED [REDACTED 3] WAS JOKING. CM [REDACTED 8] INFORMED WSO AT 16:00HRS AND COMPLETED AN IR AFTERWARD.
SCA15.0036,12/1/2015,NO,MINOR,Antisocial Behaviour,"ON 12/1/15 AT 11:15AM CSPW [REDACTED] MET WITH A/S [REDACTED] AND [REDACTED] OUTSIDE THEIR TENT IN AREA3 RPC3., ALSO PRESENT WAS TIS ROHINGYAN INTERPRETER [REDACTED]. DURING THIS CONVERSATION [REDACTED] ADVISED THAT ON SATURDAY 10/01/2015 SHE ATTENDED THE MESS IN RPC3, HER CHILDREN [REDACTED] AND [REDACTED] WERE STANDING IN LINE TO GET FOOD, SHE WENT AND JOINED THEM TO ASSIST THEM IN GETTING FOOD. [REDACTED] ADVISED THAT SHE WAS THEN APPROACHED BY A/S [REDACTED] WHO BEGAN YELLING AND SWEARING AT HER. [REDACTED] THEN PICKED UP A TRAY AND HIT HER ACROSS THE SHOLDER/SIDE OF THE NECK, [REDACTED] ADVISED SHE TRIED TO GET OUT OF THE WAY AND THE TRAY HIT [REDACTED] ACROSS THE BRIDGE OF HIS NOSE/CHEEK LEAVING A SLIGHT MARK ON HIS NOSE AND UNDER HIS EYE. [REDACTED] ADVISED [REDACTED]S HUSBAND, [REDACTED] THEN APPROACHED HER AND STARTED SWEARING AT HER IN ROHINGYAN. [REDACTED] ADVISED THAT AT THIS TIME SECURITY STEPPED IN. [REDACTED] THEN STATED THAT YESTERDAY, SUNDAY 11/1/15 AT APPROX 12:40PM SHE WAS SITTING AT A TABLE IN THE MESS THAT WAS ALONG TH CHAIN AND LINE UP AREA. [REDACTED] WAS PRESENT WITH HER. SHE ADVISED THAT [REDACTED] WALKED BY WITH 2 OTHER FEMALE A/S SHE DID NOT KNOW AND SPAT ON HER ARM. [REDACTED] ADVISED SHE DID NOT SAY ANYTHING, SHE JUST GOT UP AND LEFT THE MESS. [REDACTED] ADVISED THAT [REDACTED] AND THE OTHER UNIDENTIFIED FEMALE A/S OFTEN APPROACH HER IN CAMP AND SPIT ON THE GROUND IN FRONT OF HER, MIMIC HER AND SWEAR AT HER IN INDONESIAN"
SCA15.0037,12/1/2015,YES,MINOR,Program Issue,"INCIDENT WHERE APPROXIMATELY 8 CHILDREN WERE PLATING UNSAFE ON THE ROCK WALL ABOVE THE SOCCER PITCH AND THROWING STONES DOWN ONTO THE SOCER PITCH. ONE CHILD WAS CLOSE TO BEING HIT WITH A ROCK, TIMETABLE CHANGED THIS WEEK AND AS MONDAY NIGHTS HAVE BEEN YOUTH NIGHT NORMALLY, THIS RESULTED IN CONFLICT BETWEEN THE CHILDREN WHO WERE PLAYING ON THE SOCCER PITCH AND THE YPITH. AS THE YOUTH TOOK OVER THE FIELD, THE CHILDREN CLIMBED THE ROCK WALL IN ANGER. STAFF ATTEMPTED TO ENCOURAGE THEM TO COME DOWN AND RE-MAKE TEAMS WHILE THE OTHER STAFF MEMBER TALKED TO THE YOUTH. THE FENCING AROUND THE SOCCER PITCH WAS REMOVED THE PREVIOUS DAY, MAKING THIS A VERY UNSAFE PLAYGROUND. NOTE:INCIDENT TYPE AND RATING CHANGED BY COMMAND"
SCA15.0038,13/1/2015,NO,MINOR,Medical Incident,"AT 10:00 A/S [REDACTED] ENTERED THE GYM AND USED AN EXERCISE BIKE. AT APPROX 10:05, I OBSERVED [REDACTED] TAKE A SEAT IN THE GYM, AND HOLDING HER LEFT CHEST. I ASKED MS [REDACTED] IF SHE WAS OK, AND SHE REPLIED THAT SHE HAD PAIN IN HER CHEST. AT THIS TIME SHE DECLINED IHMS ASSISTANCE AND DID NOT APPEAR IN ANY DISTRESS. I CONTINUED TO OBSERVE MS [REDACTED] AND AT APPROX 10:10 INFORMED WILSONS EMPLOYEE[REDACTED] OF THE SITUATION. AT APPROX 10:20 WILSONS EMPLOYEE [REDACTED] ARRIVED AT THE GYM, ASSUMED CONTROL OF THE SITUATION. THIS ENDED MY DIRECT INVOLVEMENT IN THE INCIDENT. I THEN OBSERVED THE FOLLOWING: AT APPROX 10:25 IHMS ARRIVED AT THE GYM TO ASSESS [REDACTED]. A DECISION WAS MADE FOR AN AMBULANCE TO COME. AT APPROX 10:35 AN AMBULANCE ARRIVED. AT APPROX 10:50 MS [REDACTED] WAS REMOVED FROM THE GYM ON A STRETCHER. THIS CONCLUDED THE INCIDENT."
SCA15.0039,13/1/2015,NO,MINOR,Antisocial Behaviour,"DURING LUNCH I WAS APPROACHED BY ONE OF THE STUDENTS NAMED [REDACTED] WHO TOLD ME THAT [REDACTED] AND [REDACTED] ARE HAVING A FIGHT. LOOKING TO THE SOCCER PITCH FROM A DISTANCE I NOTICED THE BOYS HAVING A VERBAL ARGUMENT. I RAN TOWARDS THEM BUT BY THE TIME I REACHED THEM THEY WERE PHYSICALLY FIGHTING. I SAW [REDACTED]PUNCH [REDACTED] IN THE FACE AND [REDACTED] PUNCHED HIM BACK. I TRIED TO SEPERATE THE BOYS BY USING APPROPRIATE FORCE BUT THEY WERE STRUGGLINGTO ATTACK EACH OTHER AGAIN. AT THIS POINT IN TIME TEACHERS[REDACTED] AND [REDACTED] ARRIVED AND HELPED TO SEPERATE THE BOYS. I TOOK [REDACTED] BACK TO THE CLASSROOM, THERE WAS NO TRACE OF INJURYON HIS FACE OR BODY, HE TOLD ME HE WAS FINE AND DOESN'T NEED MEDICAL TREATMENT. [REDACTED] WENT WITH TEACHER [REDACTED] AND ALSO DID NOT REQUIRE MEDICAL ATTENTION."
SCA15.0040,13/1/2015,NO,MAJOR,OBSCENE BEHAVIOUR,"CW MEAGAN MET WITH [REDACTED] AT THE SCHOOL TO FOLLOW UP ON A PREVIOUS INCIDENT REPORT 11/1/15 WHERE [REDACTED] WAS ALLEGED BY [REDACTED] TO HAVE EXHIBITED SEXU[REDACTED]SED AND INAPPROPRIATE BEHAVIOUR TOWARDS ANOTHER CHILD - [REDACTED]. DURING THE CONVERSATION WITH [REDACTED] TODAY, CW ASKED [REDACTED] ABOUT ""JIGGY JIGGY"". [REDACTED] SAID THAT IT WAS A BAD WORD AND DREW A PICTURE OF A BOY AND A GIRL AND LINES CONNECTING THE BOY AND GIRL AT THE MOUTH AND THE GROIN AREA. [REDACTED] STATED THAT [REDACTED] AND [REDACTED] DID JIGGY JIGGY IN THE GYM WHEN IT WAS CLOSED. WHEN I ENQUIRED FURTHER, [REDACTED] USED HER PICTURE AND POINTED TO BOTH THE MOUTH AND THE GROIN AREA TO EXPLAIN THAT [REDACTED] AND [REDACTED] DID BOTH ""JIGGY JIGGY""."
SCA15.0041,13/1/2015,NO,MINOR,Theft,THE NEW CARROM BOARD HAS BEEN REMOVED ANT THE OLD ONE (FORMERLY SCA OR TSA) HAS BEEN LEFT IN ITS PLACE. YEATERDAY 12/01/15 CLIENT [REDACTED] WAS ASKING TO TAKE THIS TO HIS TENT AREA. IT IS SUSPECTED HE MAY HAVE SWAPPED THE NEW CARROM BOARD FOR THE OLD.
SCA15.0042,13/1/2015,YES,MINOR,Antisocial Behaviour,"[REDACTED] PUT ARM AROUND [REDACTED] AND STARTED PLAYING WITH HER HAIR, [REDACTED] ASKED HIM TO STOP BUT HE DID NOT. I TOLD HIM TO KEEP HIS HANDS TO HIMSELF, HE REFUSED, KEPT PLAYING WITH HER HAIR AND DID NOT REMOVE HIS ARM. [REDACTED] CONTINUED TO PULL AWAY AND ASKED AGAIN TO STOP, HE DID NOT. I ONCE AGAIN TOLD [REDACTED] TO STOP, HE THEN PULLED HIS ARM BACK BUT CONTINUED TO TOUCH HER AS IF ANTAGONISING ME. I ASKED [REDACTED] (BUS DRIVER) TO STOP THE BUS. I ASKED [REDACTED] TO STAND UP AND CHANGE SEATS, HE REFUSED. THE BUS WAITED FOR OVER 2 MINUTES, WE THEN MOVED ON, THERE WERE NO MORE INCIDENTS. NOTE: RISK RATING CHANGED FROM MINOR TO INFORMATION BY WILSONS"
SCA15.0043,13/1/2015,YES,MINOR,Self-Harm Threat,"CW'S [REDACTED] AND [REDACTED] ALONG WITH DIBP INTERPRETER [REDACTED], MET WITH [REDACTED] IN RPC3 AREA1. DURING THE CONVERSATION [REDACTED] DISCLOSED TO CW'S ""I WANT TO DIE"". [REDACTED] THEN REFERENCED TO HAVING PAST SUICIDAL IDEATIONS IN THE PREVIOUS WEEK. [REDACTED] STATED THAT HE THOUGHT OF HANGING HIMSELF, HOWEVER AFTER THINKING OF HIS MOTHER AND THE RELIGIOUS RAMIFICATIONS OF COMPLETING SUICIDE HE DECIDED NOT TO FOLLOW THROUGH WITH THE ACTION OF CAUSING HARM TO HIMSELF. AS PART OF THE CONVERSATION [REDACTED] EXPRESSED THAT THESE THOUGHTS OF SUICIDAL IDEATION WOULD CEASE IF HE WAS ABLE TO SEE HIS MOTHERS FACE. [REDACTED] DID NOT DISCLOSE OF HAVING CURRENT THOUGHTS OR PLANS TO COMMIT SUICIDE. NB: RISK RATING AND INCIDENT TYPE CHANGED BY WILSONS"
SCA15.0044,13/1/2015,NO,MINOR,Non-complaint,INCIDENT WHERE APPROXIMATELY 15 CHILDREN WERE CONTINUALLY CLIMBING THE ROCK WALL ABOVE THE SOCCER PITCH AND NOT LISTENING TO STAFF OR SECURITY TO REMAIN ON THE FIELD. OUTDOOR MOVIE NIGHT WAS SHUT DOWN AN HOUR EARLY DUE TO POOR BEHAVIOUR AND SAFETY CONCERNS OF THE MANY YOUNG CHILDREN PLAYING ON THE ROCKY HILL
SCA15.0045,14/1/2015,NO,MINOR,Property damage,"ARRIVED AT TENT 75 AT 09:30 TO SET UP FOR PLAYGROUP, WHEN WALKING UP TO THE TENT NOTICED CRAFT ITEMS ON THE GROUND LEADING UP TO TENT 75. ON INSPECTION OF TENT 75, THERE WAS A BOX OF CRAFT ITEMS OPENED WITH A VARIETY OF ITEMS TAKEN OUT OF THE BOX AND ON THE FLOOR, SUCH AS GLITTER AND PATTI PANS. PAINT HAD ALSO BEEN TIPPED ON THE FLOOR. DOWN THE RIGHT SIDE OF TENT 75 THERE WERE ALSO CRAFT ITEMS WHICH LEAD TO THE TENT BEHIND TENT 75. I NOTIFIED SECURITY IN AREA 9 WHO THEN CALLED FOR SECURITY TO INSPECT THE TENT. AN INSPECTION WAS CARRIED OUT BY WILSONS SECURITY AND HE ADVISED HE WOULD WRITE UP AN INCIDENT REPORT. EDUCATION MANAGER WAS CALLED AND NOTIFIED AT 12:06 ON RETURNING FROM SESSION."
SCA15.0046,14/1/2015,NO,MINOR,Self-Harm Threat,"CM [REDACTED] WAS SPEAKING WITH [REDACTED] AND HIS WIFE [REDACTED] IN AREA3 AT THE SMOKING TENT WITH TIS INTERPRETER [REDACTED] PRESENT. DURING A LONG DISCUSSION REGARDING [REDACTED]'S UNADDRESSED MEDICAL ISSUES, [REDACTED] BECAME UPSET AND STATED "" I SWEAR TO ALL THE POWERS THAT I'M GOING TO KILL MYSELF IF THEY DON'T DO ANYTHING ABOUT THIS ([REDACTED]'S MEDICAL ISSUE). CM [REDACTED] THEN ADDRESSED THE COMMENT WITH [REDACTED], STATING THAT THREATS OF SELF HARM WILL NOT MAKE A SPECI[REDACTED]ST DOCTOR BECOME MORE AVAILABLE, AND WILL NOT CREATE AN OPPORTUNITY FOR [REDACTED] TO GET MEDICAL TREATMENT, WHICH IS CURRENTLY NOT AVAILABLE. CM [REDACTED] ALSO REMINDED [REDACTED] THAT BEING EMOTIONALLY STABLE IS A MUCH GREATER SUPPORT TO HER HUSBAND DURING THIS DIFFICULT TIME. [REDACTED] AND CM [REDACTED] DISCUSSED THE IMPACT OF THIS ISSUE ON THEIR RELATIONSHIP AND ON EACH INDIVIDUAL. CM [REDACTED] IDENTIFIED SUPPORT AND COPING STRATEGIES FOR THEM TO REFLECT ON. CM [REDACTED] EXPLAINED REPORTING AND DUTY OF CARE OBLIGATIONS REGARDING [REDACTED] THREAT OF SELF HARM AND [REDACTED] AGREED THIS WAS NOT HELPFUL TO HER HUSBANDS SITUATION AND STATED ""OK YOU CAN REPORT IT, BUT I AM NOT GOING TO HURT MYSELF. I AM JUST TIRED OF SEEING MY HUSBAND SUFFER AND NOT GETTING ANY OUTCOMES FOR HIM""."
SCA15.0047,14/1/2015,NO,MINOR,Self-Harm Threat,"CM [REDACTED] ATTENDED MAA TO FACILITATE A WELFARE CALL BETEEN [REDACTED] AND HER BROTHER. DURING DISCUSSIONS [REDACTED] LEANED OVER TO CM AND WHISPERED ""IN 1 HOUR I WILL KILL MYSELF"" CM EXPLORED THIS WITH [REDACTED] WHO DESCRIBED FEELINGS OF DISTRESS IN RELATION TO THE SEPARATION OF HER AND HER BROTHER AND HER FAMILY MEMBERS WHO WERE PREVIOUSLY IN RPC. CM ENGAGED IN FURTHER DISCUSSION AFTER WHICH [REDACTED] AGREED SHE WOULD NOT ENGAGE IN ANY FURTHER SELF HARM BEHAVIOUR."
SCA15.0048,15/1/2015,NO,MINOR,,"WHILST CM [REDACTED] WAS CONDUCTING A WELL BEING CHECK WITH [REDACTED], [REDACTED] STATED THAT SHE IS NOT WELL AND EXPERIENCING PAIN ALL OVER HER BODY, STATING THAT IT COULD BE RELATED TO NERVES. [REDACTED] STATED THAT "" I DO NOT LIKE MYSELF ANYMORE AND DO NOT WANT TO BE [REDACTED]VE ANYMORE AS I AM FRUSTRATE AND DON'T WANT TO BE HERE"". AGAIN [REDACTED] STATED "" I DO NOT HAVE ANY CONTROL OVER MY LIFE IN DETENTION, I DO NOT WANT TO BE [REDACTED]VE ANYMORE AND AM UNDER A LOT OF TENSIONAND STRESS AT THE MOMENT AND DO NOT HAVE ANY CONTROL"". [REDACTED] STATED THAT SHE DOES NOT LIKE THE WORD DYING, AND SHE DOES NOT MEAN THAT SHE WIL END HER LIKE WHEN SHE STATED THE ABOVE INFORMATION, BUT STATED THAT SHE IS NOT HOPEFUL FOR THE FUTURE."
SCA15.0049,15/1/2015,NO,MINOR,,"AT THE TIME AND DATE LISTED CM [REDACTED] APPROACHED [REDACTED] WHO STATED TO CM LAURA ""TODAY, 6 O'CLOCK, SISTER GO TO COMMUNITY"" CM LAURA QUESTIONED [REDACTED] "" ARE YOU SAYING , TODAY AT 6 O'CLOCK, [REDACTED] IS TO BE OUT OF DETENTION AND SETTLED IN THE COMMUNITY'. ([REDACTED]'S SISTER IS IN DARWIN, AUSTRALIA). [REDACTED] NODDED HER HEAD. CM [REDACTED] ASKED [REDACTED] ""DO YOU HAVE A SLIP FOR AN APPOINTMENT WITH CAPS?' [REDACTED] STATED ""NO, NO CAPS. NO INTERPRETERS, NO CASE MANAGERS, NO IMMIGRATION"". CM STATED TO [REDACTED] ""IF WE ARE GOING TO TRY AND GET YOU TO YOUR SISTER THEN WE HAVE TO ALL KEEP WORKING TOGETHER"". [REDACTED] AGAIN STATED ""NO IMMIGRATION, NO LAWYER, NO, ALWAYS LIE"". [REDACTED]THEN STATED TO CM "" TODAY 6 O'CLOCK TALK SISTER PHONE THEN.."" [REDACTED] THEN PUT HER HANDS AROUND HER THROAT AND MADE A CUTTING MOTION ON HER LEFT WRIST USING HER RIGHT HAND. CM ASKED [REDACTED] ""ARE YOU TRYING TO SAY YOU WILL DO SOMETHING AFTER YOU SPEAK WITH YOUR SISTER?"". [REDACTED] DID NOT LOOK AT CM AND SHOOK HER HEAD. CM SAID TO [REDACTED] ""I WILL GET AN INTERPRETER TO COME AND SEE YOU"" [REDACTED]THEN SAID ""NO , NO INTERPRETER, NO CASE MANAGER. NO, THANK YOU, THANK YOU THANK YOU. SORRY, SORRY, ONE HUNDRED SORRY'S. TWO HUNDRED SORRY'S. CM ADVISED THAT SHE WOULD HAVE TO DO AN INCIDENT REPORT ABOUT WHAT [REDACTED] HAS SAID. [REDACTED] DID NOT LOOK AT OR RESPOND TO CM. NOTE: [REDACTED] HAS VERY LIMITED ENGLISH LANGUAGE SKILLS. CM HAD NO INTERPRETER PRESENT."
